instance,p,mode,P_opt,feasible_rate,expected_energy
CP_3,1,noiseless,0.09263666704161996,0.11956218804186355,14.518072153906015
CP_3,1,noisy,0.0810546875,0.1065673828125,16.32421875
CP_3,2,noiseless,0.1113966589841226,0.12428055357549245,13.341329651538837
CP_3,2,noisy,0.083984375,0.09765625,17.0770263671875
CP_3,3,noiseless,0.17901890350366845,0.20946440104882963,10.346556092618036
CP_3,3,noisy,0.095703125,0.11181640625,22.2698974609375
CP_3,4,noiseless,0.18629543765914172,0.2122784599264147,12.450877659215033
CP_3,4,noisy,0.072998046875,0.084716796875,22.9644775390625
